Date,Oil,Adjusted Close,,Date,
11/17/1999,26.57,1388.91,,11/30/1999,
11/16/1999,26.04,1407.83,,11/29/1999,
11/15/1999,25.31,1416.62,,11/26/1999,
11/12/1999,24.91,1417.08,,11/24/1999,
11/11/1999,24.33,1404.64,,11/23/1999,
11/10/1999,24.37,1420.94,,11/22/1999,
11/9/1999,24.21,1422,,11/19/1999,
11/8/1999,23.28,1424.94,,11/18/1999,
11/5/1999,22.93,1410.71,,11/17/1999,
11/4/1999,23.17,1420.07,,11/16/1999,
11/3/1999,22.59,1394.39,,11/15/1999,
11/2/1999,22.49,1396.06,,11/12/1999,
11/1/1999,22.44,1381.46,,11/11/1999,
10/29/1999,21.79,1373.46,,11/10/1999,
10/28/1999,21.59,1365.28,,11/9/1999,
10/27/1999,22.71,1377.01,,11/8/1999,
10/26/1999,23.17,1370.23,,11/5/1999,
10/25/1999,23.22,1362.64,,11/4/1999,
10/22/1999,23.48,1354.93,,11/3/1999,
10/21/1999,22.74,1347.74,,11/2/1999,
10/20/1999,22.21,1354.12,,11/1/1999,
10/19/1999,22.36,1362.93,,10/29/1999,
10/18/1999,22.44,1342.44,,10/28/1999,
10/15/1999,22.81,1296.71,,10/27/1999,
10/14/1999,22.46,1281.91,,10/26/1999,
10/13/1999,22.93,1293.63,,10/25/1999,
10/12/1999,22.93,1301.65,,10/22/1999,
10/11/1999,21.58,1283.61,,10/21/1999,
10/8/1999,20.81,1289.43,,10/20/1999,
10/7/1999,22.46,1261.32,,10/19/1999,
10/6/1999,23.24,1254.13,,10/18/1999,
10/5/1999,23.37,1247.41,,10/15/1999,
10/4/1999,23.71,1283.42,,10/14/1999,
10/1/1999,24.51,1285.55,,10/13/1999,
9/30/1999,24.54,1313.04,,10/12/1999,
9/29/1999,24.69,1335.21,,10/11/1999,
9/28/1999,24.52,1336.02,,10/8/1999,
9/27/1999,24.63,1317.64,,10/7/1999,
9/24/1999,24.81,1325.4,,10/6/1999,
9/23/1999,24.76,1301.35,,10/5/1999,
9/22/1999,24.26,1304.6,,10/4/1999,
9/21/1999,24.48,1282.81,,10/1/1999,
9/20/1999,24.32,1282.71,,9/30/1999,
9/17/1999,24.72,1268.37,,9/29/1999,
9/16/1999,24.52,1282.2,,9/28/1999,
9/15/1999,24.1,1283.31,,9/27/1999,
9/14/1999,23.86,1277.36,,9/24/1999,
9/13/1999,24.18,1280.41,,9/23/1999,
9/10/1999,23.55,1310.51,,9/22/1999,
9/9/1999,23.24,1307.58,,9/21/1999,
9/8/1999,22.64,1335.53,,9/20/1999,
9/7/1999,22.58,1335.42,,9/17/1999,
9/3/1999,22,1318.48,,9/16/1999,
9/2/1999,21.54,1317.97,,9/15/1999,
9/1/1999,21.79,1336.29,,9/14/1999,
8/31/1999,22.15,1344.13,,9/13/1999,
8/30/1999,21.93,1351.66,,9/10/1999,
8/27/1999,21.31,1347.66,,9/9/1999,
8/26/1999,21.09,1344.15,,9/8/1999,
8/25/1999,20.66,1350.45,,9/7/1999,
8/24/1999,21.36,1357.24,,9/3/1999,
8/23/1999,21.61,1319.11,,9/2/1999,
8/20/1999,21.66,1331.07,,9/1/1999,
8/19/1999,21.86,1320.41,,8/31/1999,
8/18/1999,21.54,1324.02,,8/30/1999,
8/17/1999,21.7,1348.27,,8/27/1999,
8/16/1999,21.34,1362.01,,8/26/1999,
8/13/1999,21.67,1381.79,,8/25/1999,
8/12/1999,21.42,1363.5,,8/24/1999,
8/11/1999,21.54,1360.22,,8/23/1999,
8/10/1999,21.31,1336.61,,8/20/1999,
8/9/1999,21.26,1323.59,,8/19/1999,
8/6/1999,20.89,1332.84,,8/18/1999,
8/5/1999,20.67,1344.16,,8/17/1999,
8/4/1999,20.49,1330.77,,8/16/1999,
8/3/1999,20.21,1327.68,,8/13/1999,
8/2/1999,20.46,1298.16,,8/12/1999,
7/30/1999,20.52,1301.93,,8/11/1999,
7/29/1999,21.09,1281.43,,8/10/1999,
7/28/1999,20.61,1297.8,,8/9/1999,
7/27/1999,20.4,1300.29,,8/6/1999,
7/26/1999,20.49,1313.71,,8/5/1999,
7/23/1999,20.41,1305.33,,8/4/1999,
7/22/1999,19.84,1322.18,,8/3/1999,
7/21/1999,19.54,1328.05,,8/2/1999,
7/20/1999,19.38,1328.72,,7/30/1999,
7/19/1999,20.28,1341.03,,7/29/1999,
7/16/1999,20.66,1365.4,,7/28/1999,
7/15/1999,20.26,1362.84,,7/27/1999,
7/14/1999,19.89,1347.76,,7/26/1999,
7/13/1999,20.33,1356.94,,7/23/1999,
7/12/1999,19.92,1360.97,,7/22/1999,
7/9/1999,19.94,1379.29,,7/21/1999,
7/8/1999,19.76,1377.1,,7/20/1999,
7/7/1999,19.98,1407.65,,7/19/1999,
7/6/1999,19.78,1418.78,,7/16/1999,
7/2/1999,19.7,1409.62,,7/15/1999,
7/1/1999,19.39,1398.17,,7/14/1999,
6/30/1999,19.33,1393.56,,7/13/1999,
6/29/1999,18.56,1399.1,,7/12/1999,
6/28/1999,18.22,1403.28,,7/9/1999,
6/25/1999,18.17,1394.42,,7/8/1999,
6/24/1999,18.26,1395.86,,7/7/1999,
6/23/1999,18.42,1388.12,,7/6/1999,
6/22/1999,17.62,1391.22,,7/2/1999,
6/21/1999,17.79,1380.96,,7/1/1999,
6/18/1999,18.01,1372.71,,6/30/1999,
6/17/1999,18.25,1351.45,,6/29/1999,
6/16/1999,17.92,1331.35,,6/28/1999,
6/15/1999,18.61,1315.31,,6/25/1999,
6/14/1999,18.24,1315.78,,6/24/1999,
6/11/1999,18.45,1333.06,,6/23/1999,
6/10/1999,17.82,1335.88,,6/22/1999,
6/9/1999,17.98,1349,,6/21/1999,
6/8/1999,17.66,1342.84,,6/18/1999,
6/7/1999,17.91,1339.9,,6/17/1999,
6/4/1999,17.36,1330.41,,6/16/1999,
6/3/1999,16.81,1301.16,,6/15/1999,
6/2/1999,16.61,1294,,6/14/1999,
6/1/1999,16.31,1293.64,,6/11/1999,
5/28/1999,16.85,1302.82,,6/10/1999,
5/27/1999,17.18,1318.64,,6/9/1999,
5/26/1999,17.32,1317.33,,6/8/1999,
5/25/1999,17.25,1334.52,,6/7/1999,
5/24/1999,16.77,1327.75,,6/4/1999,
5/21/1999,17.22,1299.54,,6/3/1999,
5/20/1999,17.04,1294.81,,6/2/1999,
5/19/1999,16.77,1294.26,,6/1/1999,
5/18/1999,17.09,1301.84,,5/28/1999,
5/17/1999,17.76,1281.41,,5/27/1999,
5/14/1999,18.04,1304.76,,5/26/1999,
5/13/1999,18.11,1284.4,,5/25/1999,
5/12/1999,17.44,1306.65,,5/24/1999,
5/11/1999,17.84,1330.29,,5/21/1999,
5/10/1999,18.57,1338.83,,5/20/1999,
5/7/1999,18.23,1344.23,,5/19/1999,
5/6/1999,18.23,1333.32,,5/18/1999,
5/5/1999,18.89,1339.49,,5/17/1999,
5/4/1999,18.94,1337.8,,5/14/1999,
5/3/1999,18.83,1367.56,,5/13/1999,
4/30/1999,18.69,1364,,5/12/1999,
4/29/1999,18.53,1355.61,,5/11/1999,
4/28/1999,18.43,1340.3,,5/10/1999,
4/27/1999,17.82,1345,,5/7/1999,
4/26/1999,17.67,1332.05,,5/6/1999,
4/23/1999,17.96,1347.31,,5/5/1999,
4/22/1999,18.02,1332,,5/4/1999,
4/21/1999,18.05,1354.63,,5/3/1999,
4/20/1999,17.79,1335.18,,4/30/1999,
4/19/1999,17.82,1342.83,,4/29/1999,
4/16/1999,17.34,1350.91,,4/28/1999,
4/15/1999,16.85,1362.8,,4/27/1999,
4/14/1999,16.51,1360.04,,4/26/1999,
4/13/1999,16.73,1356.85,,4/23/1999,
4/12/1999,16.44,1358.82,,4/22/1999,
4/9/1999,16.59,1336.12,,4/21/1999,
4/8/1999,15.92,1306.17,,4/20/1999,
4/7/1999,16.02,1289.48,,4/19/1999,
4/6/1999,16.79,1319,,4/16/1999,
4/5/1999,16.94,1322.85,,4/15/1999,
4/1/1999,16.65,1328.44,,4/14/1999,
3/31/1999,16.66,1349.82,,4/13/1999,
3/30/1999,16.66,1358.63,,4/12/1999,
3/29/1999,16.46,1348.35,,4/9/1999,
3/26/1999,16.16,1343.98,,4/8/1999,
3/25/1999,15.66,1326.89,,4/7/1999,
3/24/1999,15.18,1317.89,,4/6/1999,
3/23/1999,15.36,1321.12,,4/5/1999,
3/22/1999,15.39,1293.72,,4/1/1999,
3/19/1999,15.26,1286.37,,3/31/1999,
3/18/1999,15.11,1300.75,,3/30/1999,
3/17/1999,15.11,1310.17,,3/29/1999,
3/16/1999,14.6,1282.8,,3/26/1999,
3/15/1999,14.48,1289.99,,3/25/1999,
3/12/1999,14.51,1268.59,,3/24/1999,
3/11/1999,14.3,1262.14,,3/23/1999,
3/10/1999,14.74,1297.01,,3/22/1999,
3/9/1999,13.78,1299.29,,3/19/1999,
3/8/1999,13.63,1316.55,,3/18/1999,
3/5/1999,13.33,1297.82,,3/17/1999,
3/4/1999,13.32,1306.38,,3/16/1999,
3/3/1999,12.92,1307.26,,3/15/1999,
3/2/1999,12.66,1294.59,,3/12/1999,
3/1/1999,12.28,1297.68,,3/11/1999,
2/26/1999,12.31,1286.84,,3/10/1999,
2/25/1999,12.61,1279.84,,3/9/1999,
2/24/1999,12.49,1282.73,,3/8/1999,
2/23/1999,12.44,1275.47,,3/5/1999,
2/22/1999,11.97,1246.64,,3/4/1999,
2/19/1999,11.79,1227.7,,3/3/1999,
2/18/1999,11.97,1225.5,,3/2/1999,
2/17/1999,11.49,1236.16,,3/1/1999,
2/16/1999,11.38,1238.33,,2/26/1999,
2/12/1999,11.9,1245.02,,2/25/1999,
2/11/1999,11.94,1253.41,,2/24/1999,
2/10/1999,11.88,1271.18,,2/23/1999,
2/9/1999,11.66,1272.14,,2/22/1999,
2/8/1999,11.65,1239.22,,2/19/1999,
2/5/1999,11.85,1237.28,,2/18/1999,
2/4/1999,11.94,1224.03,,2/17/1999,
2/3/1999,12.42,1241.87,,2/16/1999,
2/2/1999,12.21,1230.13,,2/12/1999,
2/1/1999,12.36,1254.04,,2/11/1999,
1/29/1999,12.81,1223.55,,2/10/1999,
1/28/1999,12.52,1216.14,,2/9/1999,
1/27/1999,12.4,1243.77,,2/8/1999,
1/26/1999,12.16,1239.4,,2/5/1999,
1/25/1999,12.41,1248.49,,2/4/1999,
1/22/1999,12.62,1272.07,,2/3/1999,
1/21/1999,12.45,1261.99,,2/2/1999,
1/20/1999,11.82,1273,,2/1/1999,
1/19/1999,12.13,1279.64,,1/29/1999,
1/15/1999,12.21,1265.37,,1/28/1999,
1/14/1999,12.23,1243.17,,1/27/1999,
1/13/1999,12.33,1252.31,,1/26/1999,
1/12/1999,12.91,1233.98,,1/25/1999,
1/11/1999,13.43,1225.19,,1/22/1999,
1/8/1999,13.06,1235.16,,1/21/1999,
1/7/1999,12.99,1256.62,,1/20/1999,
1/6/1999,12.84,1252,,1/19/1999,
1/5/1999,12.04,1243.26,,1/15/1999,
1/4/1999,12.42,1212.19,,1/14/1999,
12/31/1998,12.14,1234.4,,1/13/1999,
12/30/1998,11.75,1239.51,,1/12/1999,
12/29/1998,11.82,1263.88,,1/11/1999,
12/28/1998,11.59,1275.09,,1/8/1999,
12/24/1998,11.03,1269.73,,1/7/1999,
12/23/1998,11.12,1272.34,,1/6/1999,
12/22/1998,10.99,1244.78,,1/5/1999,
12/21/1998,10.86,1228.1,,1/4/1999,
12/18/1998,10.95,1229.23,,12/31/1998,
12/17/1998,11.05,1231.93,,12/30/1998,
12/16/1998,12.55,1241.81,,12/29/1998,
12/15/1998,11.64,1225.49,,12/28/1998,
12/14/1998,11.3,1226.27,,12/24/1998,
12/11/1998,10.86,1228.54,,12/23/1998,
12/10/1998,10.82,1203.57,,12/22/1998,
12/9/1998,11.2,1202.84,,12/21/1998,
12/8/1998,11.33,1188.03,,12/18/1998,
12/7/1998,11.61,1179.98,,12/17/1998,
12/4/1998,11.2,1161.94,,12/16/1998,
12/3/1998,11.25,1162.83,,12/15/1998,
12/2/1998,11.31,1141.2,,12/14/1998,
12/1/1998,11.27,1166.46,,12/11/1998,
11/30/1998,11.37,1165.02,,12/10/1998,
11/25/1998,10.86,1183.49,,12/9/1998,
11/24/1998,11.48,1181.38,,12/8/1998,
11/23/1998,12.51,1187.7,,12/7/1998,
11/20/1998,12.2,1176.74,,12/4/1998,
11/19/1998,12.21,1150.14,,12/3/1998,
11/18/1998,12.33,1171.25,,12/2/1998,
11/17/1998,12.46,1175.28,,12/1/1998,
11/16/1998,12.81,1163.63,,11/30/1998,
11/13/1998,13.57,1192.33,,11/27/1998,
11/12/1998,14.04,1186.87,,11/25/1998,
11/11/1998,13.63,1182.99,,11/24/1998,
11/10/1998,13.54,1188.21,,11/23/1998,
11/9/1998,13.39,1163.55,,11/20/1998,
11/6/1998,13.93,1152.61,,11/19/1998,
11/5/1998,13.93,1144.48,,11/18/1998,
11/4/1998,14.09,1139.32,,11/17/1998,
11/3/1998,14.24,1135.87,,11/16/1998,
11/2/1998,14.45,1125.72,,11/13/1998,
10/30/1998,14.48,1117.69,,11/12/1998,
10/29/1998,14.31,1120.97,,11/11/1998,
10/28/1998,14.35,1128.26,,11/10/1998,
10/27/1998,14.19,1130.2,,11/9/1998,
10/26/1998,14.39,1141.01,,11/6/1998,
10/23/1998,14.06,1133.85,,11/5/1998,
10/22/1998,14,1118.67,,11/4/1998,
10/21/1998,14.14,1110.84,,11/3/1998,
10/20/1998,13.45,1111.6,,11/2/1998,
10/19/1998,13.39,1098.67,,10/30/1998,
10/16/1998,14.16,1085.93,,10/29/1998,
10/15/1998,14.08,1068.09,,10/28/1998,
10/14/1998,14.09,1065.34,,10/27/1998,
10/13/1998,14.27,1072.32,,10/26/1998,
10/12/1998,14.47,1070.67,,10/23/1998,
10/9/1998,14.64,1078.48,,10/22/1998,
10/8/1998,14.57,1069.92,,10/21/1998,
10/7/1998,15.03,1063.93,,10/20/1998,
10/6/1998,15.6,1062.39,,10/19/1998,
10/5/1998,15.24,1056.42,,10/16/1998,
10/2/1998,15.71,1047.49,,10/15/1998,
10/1/1998,15.52,1005.53,,10/14/1998,
9/30/1998,16.19,994.8,,10/13/1998,
9/29/1998,16.01,997.71,,10/12/1998,
9/28/1998,15.74,984.39,,10/9/1998,
9/25/1998,15.8,959.44,,10/8/1998,
9/24/1998,15.99,970.68,,10/7/1998,
9/23/1998,15.8,984.59,,10/6/1998,
9/22/1998,15.73,988.56,,10/5/1998,
9/21/1998,15.58,1002.6,,10/2/1998,
9/18/1998,15.53,986.39,,10/1/1998,
9/17/1998,15.07,1017.01,,9/30/1998,
9/16/1998,14.6,1049.02,,9/29/1998,
9/15/1998,14.72,1048.69,,9/28/1998,
9/14/1998,14.46,1044.75,,9/25/1998,
9/11/1998,14.39,1042.72,,9/24/1998,
9/10/1998,14.71,1066.09,,9/23/1998,
9/9/1998,14.37,1029.63,,9/22/1998,
9/8/1998,14.34,1023.89,,9/21/1998,
9/4/1998,14.59,1020.09,,9/18/1998,
9/3/1998,14.7,1018.87,,9/17/1998,
9/2/1998,13.72,1045.48,,9/16/1998,
9/1/1998,13.62,1037.68,,9/15/1998,
8/31/1998,13.29,1029.72,,9/14/1998,
8/28/1998,13.54,1009.06,,9/11/1998,
8/27/1998,13.35,980.19,,9/10/1998,
8/26/1998,13.67,1006.2,,9/9/1998,
8/25/1998,13.9,1023.46,,9/8/1998,
8/24/1998,13.78,973.89,,9/4/1998,
8/21/1998,13.44,982.26,,9/3/1998,
8/20/1998,13.62,990.48,,9/2/1998,
8/19/1998,13.21,994.26,,9/1/1998,
8/18/1998,13.13,957.28,,8/31/1998,
8/17/1998,13.26,1027.14,,8/28/1998,
8/14/1998,13.4,1042.59,,8/27/1998,
8/13/1998,13.44,1084.19,,8/26/1998,
8/12/1998,12.76,1092.85,,8/25/1998,
8/11/1998,12.87,1088.14,,8/24/1998,
8/10/1998,13.11,1081.24,,8/21/1998,
8/7/1998,13.85,1091.6,,8/20/1998,
8/6/1998,13.87,1098.06,,8/19/1998,
8/5/1998,13.8,1101.2,,8/18/1998,
8/4/1998,13.69,1083.67,,8/17/1998,
8/3/1998,13.93,1062.75,,8/14/1998,
7/31/1998,14.27,1074.91,,8/13/1998,
7/30/1998,14.25,1084.22,,8/12/1998,
7/29/1998,14.13,1068.98,,8/11/1998,
7/28/1998,14.2,1083.14,,8/10/1998,
7/27/1998,14.37,1089.45,,8/7/1998,
7/24/1998,13.93,1089.63,,8/6/1998,
7/23/1998,13.97,1081.43,,8/5/1998,
7/22/1998,14.29,1072.12,,8/4/1998,
7/21/1998,13.83,1112.44,,8/3/1998,
7/20/1998,13.44,1120.67,,7/31/1998,
7/17/1998,14.02,1142.95,,7/30/1998,
7/16/1998,14.54,1125.21,,7/29/1998,
7/15/1998,14.9,1130.24,,7/28/1998,
7/14/1998,14.87,1147.27,,7/27/1998,
7/13/1998,14.06,1140.8,,7/24/1998,
7/10/1998,13.96,1139.75,,7/23/1998,
7/9/1998,14.01,1164.08,,7/22/1998,
7/8/1998,14.01,1165.07,,7/21/1998,
7/7/1998,13.83,1184.1,,7/20/1998,
7/6/1998,13.87,1186.75,,7/17/1998,
7/2/1998,14.58,1183.99,,7/16/1998,
7/1/1998,14.47,1174.81,,7/15/1998,
6/30/1998,14.3,1177.58,,7/14/1998,
6/29/1998,14.29,1165.19,,7/13/1998,
6/26/1998,14.21,1164.33,,7/10/1998,
6/25/1998,13.9,1158.56,,7/9/1998,
6/24/1998,14.54,1166.38,,7/8/1998,
6/23/1998,14.65,1154.66,,7/7/1998,
6/22/1998,13.54,1157.33,,7/6/1998,
6/19/1998,11.8,1146.42,,7/2/1998,
6/18/1998,11.8,1148.56,,7/1/1998,
6/17/1998,12.55,1133.84,,6/30/1998,
6/16/1998,12.38,1138.49,,6/29/1998,
6/15/1998,11.69,1133.2,,6/26/1998,
6/12/1998,12.66,1129.28,,6/25/1998,
6/11/1998,12.67,1132.88,,6/24/1998,
6/10/1998,13.54,1119.49,,6/23/1998,
6/9/1998,13.76,1103.21,,6/22/1998,
6/8/1998,14.49,1100.65,,6/19/1998,
6/5/1998,15.13,1106.37,,6/18/1998,
6/4/1998,15.24,1107.11,,6/17/1998,
6/3/1998,14.94,1087.59,,6/16/1998,
6/2/1998,14.81,1077.01,,6/15/1998,
6/1/1998,14.99,1098.84,,6/12/1998,
5/29/1998,15.21,1094.58,,6/11/1998,
5/28/1998,14.88,1112.28,,6/10/1998,
5/27/1998,14.98,1118.41,,6/9/1998,
5/26/1998,14.9,1115.72,,6/8/1998,
5/22/1998,14.81,1113.86,,6/5/1998,
5/21/1998,14.21,1094.83,,6/4/1998,
5/20/1998,13.36,1082.73,,6/3/1998,
5/19/1998,13.01,1093.22,,6/2/1998,
5/18/1998,14.15,1090.98,,6/1/1998,
5/15/1998,14.51,1090.82,,5/29/1998,
5/14/1998,15.15,1097.6,,5/28/1998,
5/13/1998,15.01,1092.23,,5/27/1998,
5/12/1998,15.21,1094.02,,5/26/1998,
5/11/1998,15.26,1110.47,,5/22/1998,
5/8/1998,15.21,1114.64,,5/21/1998,
5/7/1998,15.26,1119.06,,5/20/1998,
5/6/1998,15.45,1109.52,,5/19/1998,
5/5/1998,15.48,1105.82,,5/18/1998,
5/4/1998,15.98,1108.73,,5/15/1998,
5/1/1998,16.25,1117.37,,5/14/1998,
4/30/1998,15.56,1118.86,,5/13/1998,
4/29/1998,15.43,1115.79,,5/12/1998,
4/28/1998,15.9,1106.64,,5/11/1998,
4/27/1998,15.43,1108.14,,5/8/1998,
4/24/1998,13.23,1095.14,,5/7/1998,
4/23/1998,13.09,1104.92,,5/6/1998,
4/22/1998,15.07,1115.5,,5/5/1998,
4/21/1998,15.57,1122.07,,5/4/1998,
4/20/1998,15.52,1121,,5/1/1998,
4/17/1998,15.49,1111.75,,4/30/1998,
4/16/1998,15.97,1094.62,,4/29/1998,
4/15/1998,15.64,1085.11,,4/28/1998,
4/14/1998,15.18,1086.54,,4/27/1998,
4/13/1998,15.35,1107.9,,4/24/1998,
4/9/1998,15.61,1119.58,,4/23/1998,
4/8/1998,15.71,1130.54,,4/22/1998,
4/7/1998,15.39,1126.67,,4/21/1998,
4/6/1998,15.48,1123.65,,4/20/1998,
4/3/1998,16.08,1122.72,,4/17/1998,
4/2/1998,16.04,1108.17,,4/16/1998,
4/1/1998,15.69,1119.32,,4/15/1998,
3/31/1998,15.75,1115.75,,4/14/1998,
3/30/1998,16.32,1109.69,,4/13/1998,
3/27/1998,16.84,1110.67,,4/9/1998,
3/26/1998,16.92,1101.65,,4/8/1998,
3/25/1998,16.69,1109.55,,4/7/1998,
3/24/1998,15.52,1121.38,,4/6/1998,
3/23/1998,16.14,1122.7,,4/3/1998,
3/20/1998,14.31,1120.01,,4/2/1998,
3/19/1998,14.43,1108.15,,4/1/1998,
3/18/1998,14.36,1101.75,,3/31/1998,
3/17/1998,13.67,1093.6,,3/30/1998,
3/16/1998,13.41,1095.44,,3/27/1998,
3/13/1998,14.19,1100.8,,3/26/1998,
3/12/1998,14.4,1101.93,,3/25/1998,
3/11/1998,14.3,1105.65,,3/24/1998,
3/10/1998,14.54,1095.55,,3/23/1998,
3/9/1998,14.58,1099.16,,3/20/1998,
3/6/1998,14.9,1089.74,,3/19/1998,
3/5/1998,15.34,1085.52,,3/18/1998,
3/4/1998,15.33,1080.45,,3/17/1998,
3/3/1998,15.28,1079.27,,3/16/1998,
3/2/1998,15.32,1068.61,,3/13/1998,
2/27/1998,15.44,1069.92,,3/12/1998,
2/26/1998,15.41,1068.47,,3/11/1998,
2/25/1998,15.28,1064.25,,3/10/1998,
2/24/1998,15.14,1052.31,,3/9/1998,
2/23/1998,15.23,1055.69,,3/6/1998,
2/20/1998,16.13,1035.05,,3/5/1998,
2/19/1998,16.12,1047.33,,3/4/1998,
2/18/1998,16.24,1052.02,,3/3/1998,
2/17/1998,15.64,1047.7,,3/2/1998,
2/13/1998,16.03,1049.34,,2/27/1998,
2/12/1998,15.97,1048.67,,2/26/1998,
2/11/1998,16.17,1042.9,,2/25/1998,
2/10/1998,16.48,1030.56,,2/24/1998,
2/9/1998,16.59,1038.14,,2/23/1998,
2/6/1998,16.72,1034.21,,2/20/1998,
2/5/1998,16.63,1028.28,,2/19/1998,
2/4/1998,16.42,1032.08,,2/18/1998,
2/3/1998,16.43,1022.76,,2/17/1998,
2/2/1998,17.07,1020.09,,2/13/1998,
1/30/1998,17.21,1024.14,,2/12/1998,
1/29/1998,17.93,1020.01,,2/11/1998,
1/28/1998,17.35,1019.01,,2/10/1998,
1/27/1998,17.06,1010.74,,2/9/1998,
1/26/1998,16.96,1012.46,,2/6/1998,
1/23/1998,15.65,1003.54,,2/5/1998,
1/22/1998,15.93,1006.9,,2/4/1998,
1/21/1998,16.05,1006,,2/3/1998,
1/20/1998,16.43,1001.27,,2/2/1998,
1/16/1998,16.48,980.28,,1/30/1998,
1/15/1998,16.35,985.49,,1/29/1998,
1/14/1998,16.54,977.46,,1/28/1998,
1/13/1998,16.44,969.02,,1/27/1998,
1/12/1998,16.53,956.95,,1/26/1998,
1/9/1998,16.65,957.59,,1/23/1998,
1/8/1998,17.01,963.04,,1/22/1998,
1/7/1998,16.91,970.81,,1/21/1998,
1/6/1998,16.64,978.6,,1/20/1998,
1/5/1998,16.95,961.51,,1/16/1998,
1/2/1998,17.41,950.73,,1/15/1998,
12/31/1997,17.65,957.94,,1/14/1998,
12/30/1997,17.6,952.12,,1/13/1998,
12/29/1997,17.64,939.21,,1/12/1998,
12/26/1997,18.19,927.69,,1/9/1998,
12/24/1997,18.36,956.05,,1/8/1998,
12/23/1997,18.39,964,,1/7/1998,
12/22/1997,18.29,966.58,,1/6/1998,
12/19/1997,18.46,977.07,,1/5/1998,
12/18/1997,18.51,975.04,,1/2/1998,
12/17/1997,18.22,970.43,,12/31/1997,
12/16/1997,18.19,970.84,,12/30/1997,
12/15/1997,18.18,953.35,,12/29/1997,
12/12/1997,18.21,936.46,,12/26/1997,
12/11/1997,18.18,932.7,,12/24/1997,
12/10/1997,18.15,939.13,,12/23/1997,
12/9/1997,18.79,953.7,,12/22/1997,
12/8/1997,18.86,946.78,,12/19/1997,
12/5/1997,18.72,955.3,,12/18/1997,
12/4/1997,18.49,965.54,,12/17/1997,
12/3/1997,18.81,968.04,,12/16/1997,
12/2/1997,18.67,963.39,,12/15/1997,
12/1/1997,18.76,953.39,,12/12/1997,
11/26/1997,19.13,954.94,,12/11/1997,
11/25/1997,19.35,969.79,,12/10/1997,
11/24/1997,19.41,975.78,,12/9/1997,
11/21/1997,19.76,982.37,,12/8/1997,
11/20/1997,19.17,983.79,,12/5/1997,
11/19/1997,19.82,973.1,,12/4/1997,
11/18/1997,20.01,976.77,,12/3/1997,
11/17/1997,20.29,971.68,,12/2/1997,
11/14/1997,21.01,974.77,,12/1/1997,
11/13/1997,20.76,955.4,,11/28/1997,
11/12/1997,20.53,951.64,,11/26/1997,
11/11/1997,20.54,950.82,,11/25/1997,
11/10/1997,20.46,946.67,,11/24/1997,
11/7/1997,20.8,963.09,,11/21/1997,
11/6/1997,20.46,958.98,,11/20/1997,
11/5/1997,20.44,944.59,,11/19/1997,
11/4/1997,20.64,938.23,,11/18/1997,
11/3/1997,20.91,946.2,,11/17/1997,
10/31/1997,21.1,928.35,,11/14/1997,
10/30/1997,21.26,916.66,,11/13/1997,
10/29/1997,20.82,905.96,,11/12/1997,
10/28/1997,20.4,923.78,,11/11/1997,
10/27/1997,21.03,921.13,,11/10/1997,
10/24/1997,20.99,927.51,,11/7/1997,
10/23/1997,21.18,938.03,,11/6/1997,
10/22/1997,21.44,942.76,,11/5/1997,
10/21/1997,20.68,940.76,,11/4/1997,
10/20/1997,20.69,938.99,,11/3/1997,
10/17/1997,21.41,914.62,,10/31/1997,
10/16/1997,20.98,903.68,,10/30/1997,
10/15/1997,20.65,919.16,,10/29/1997,
10/14/1997,20.75,921.85,,10/28/1997,
10/13/1997,21.34,876.99,,10/27/1997,
10/10/1997,22.01,941.64,,10/24/1997,
10/9/1997,22.01,950.69,,10/23/1997,
10/8/1997,22.19,968.49,,10/22/1997,
10/7/1997,21.88,972.28,,10/21/1997,
10/6/1997,21.97,955.61,,10/20/1997,
10/3/1997,22.86,944.16,,10/17/1997,
10/2/1997,21.82,955.25,,10/16/1997,
10/1/1997,21.02,965.72,,10/15/1997,
9/30/1997,21.13,970.28,,10/14/1997,
9/29/1997,21.29,968.1,,10/13/1997,
9/26/1997,20.87,966.98,,10/10/1997,
9/25/1997,20.38,970.62,,10/9/1997,
9/24/1997,20.03,973.84,,10/8/1997,
9/23/1997,19.71,983.12,,10/7/1997,
9/22/1997,19.61,972.69,,10/6/1997,
9/19/1997,19.37,965.03,,10/3/1997,
9/18/1997,19.41,960.46,,10/2/1997,
9/17/1997,19.44,955.41,,10/1/1997,
9/16/1997,19.67,947.28,,9/30/1997,
9/15/1997,19.3,953.34,,9/29/1997,
9/12/1997,19.37,945.22,,9/26/1997,
9/11/1997,19.41,937.91,,9/25/1997,
9/10/1997,19.5,944.48,,9/24/1997,
9/9/1997,19.5,951.93,,9/23/1997,
9/8/1997,19.43,955.43,,9/22/1997,
9/5/1997,19.61,950.51,,9/19/1997,
9/4/1997,19.46,947.29,,9/18/1997,
9/3/1997,19.65,943,,9/17/1997,
9/2/1997,19.73,945.64,,9/16/1997,
8/29/1997,19.66,919.77,,9/15/1997,
8/28/1997,19.59,923.91,,9/12/1997,
8/27/1997,19.65,912.59,,9/11/1997,
8/26/1997,19.31,919.03,,9/10/1997,
8/25/1997,19.29,933.62,,9/9/1997,
8/22/1997,19.7,931.2,,9/8/1997,
8/21/1997,19.83,929.05,,9/5/1997,
8/20/1997,20.07,930.87,,9/4/1997,
